userName,review,at,score,app_name,sentiment_label,sentiment_score
Andri Yansah,tidak ada fitur pinjmaan buat nasabah bri...yg tanpa payrol,2025-08-15 13:09:37,1,BRImo,neutral,0.9961323738098145
Chan Yahya,nice,2025-08-15 12:58:40,5,BRImo,positive,0.9934777021408081
victor topayung,ok,2025-08-15 12:58:06,5,BRImo,negative,0.998392641544342
Decorama,keren,2025-08-15 12:56:11,5,BRImo,positive,0.9992368221282959
Rahmat Ramadhan,sangat bagus,2025-08-15 12:54:50,5,BRImo,positive,0.9943695664405823
Boy Butar,mantap,2025-08-15 12:53:48,5,BRImo,positive,0.9991832375526428
usep mrh,sangat terbantu... hatur nuhun,2025-08-15 12:53:45,4,BRImo,positive,0.9925695061683655
Abdul Rafi Fauzan,terbaik,2025-08-15 12:50:35,5,BRImo,positive,0.9972357153892517
Mhd Arya,"mau share bukti tf selalu keluar sendiri, mencoba berulang2 tetap batal",2025-08-15 12:42:03,1,BRImo,neutral,0.6307418346405029
Aulia Rahman,"SANGAT BURUK, APLIKASI TIDAK BISA DIBUKA, SERING KELUAR SENDIRI DAN GAK BISA LOGIN",2025-08-15 12:38:56,1,BRImo,negative,0.9973145127296448
Dadang Dadang,keren banget 👍,2025-08-15 12:34:08,5,BRImo,positive,0.9993534684181213
Ahmad fauzi,saya suka brimo,2025-08-15 12:29:52,5,BRImo,positive,0.9989990592002869
Deni jolah Deni,standard,2025-08-15 12:29:29,5,BRImo,neutral,0.9551290273666382
Ade Udin,mantul BRI,2025-08-15 12:27:12,5,BRImo,neutral,0.996103048324585
April Yanti,"sangat memudahkan segala transaksi, pokok the best laa",2025-08-15 12:26:09,5,BRImo,positive,0.9982141256332397
fahriabizarmaulana,bagus lah,2025-08-15 12:24:28,4,BRImo,positive,0.9980490207672119
Sabarina Bangun,aplikasi yg sangat membentu,2025-08-15 12:23:03,5,BRImo,positive,0.9977368116378784
Mirza alpajar,Bermanfaat bagi yang membutuh kan,2025-08-15 12:23:01,5,BRImo,positive,0.9600014686584473
Z4W4N 5UH4Z SKPT,manteppp👍👍👍👍😗😗😗,2025-08-15 12:22:48,5,BRImo,positive,0.9988645315170288
Nanda Nandahafizaditya,mantapppppp pollll,2025-08-15 12:13:13,5,BRImo,positive,0.9717385768890381
Andini Dini,bagus,2025-08-15 12:10:11,5,BRImo,positive,0.9980973601341248
Paskalino Arwam,sangat baik🔥,2025-08-15 12:09:16,5,BRImo,positive,0.9966289401054382
Adiyatgo Dwi Kurnia Yahmin,"udah lebih dari 2 bulan ini ga bisa pake brimo, gara2 tiba keluar sendiri. udah uninstall terus install ulang, hapus cache dan penyimpanan tetep ga bisa. lapor ke cs via email juga ga ada solusi. dan herannya ga diperbaiki 2 🤦",2025-08-15 12:08:13,1,BRImo,negative,0.9984132051467896
Mabruri Salim,mantap,2025-08-15 12:05:25,5,BRImo,positive,0.9991832375526428
hade hate,👌👌👌,2025-08-15 12:04:08,5,BRImo,positive,0.9987302422523499
Reza Ahmad,sudah bagus untuk fitur di aplikasinya simple dan serbaguna hanya saja perlu ditingkatkan untuk layanan perbankannya agar lebih baik dan tambahkan fitur kirim kartu debit ke rumah,2025-08-15 12:00:12,5,BRImo,positive,0.9776131510734558
Ahmad Baihaqi,mantappp poll,2025-08-15 11:59:23,5,BRImo,positive,0.5064420700073242
sari sarinah,sangat membantuuu,2025-08-15 11:53:22,5,BRImo,positive,0.9985488057136536
madina sampulawa,sangat memuaskan untuk transaksi 🥰,2025-08-15 11:44:20,5,BRImo,positive,0.9985414743423462
Ufa 3R,sangat membantu mempermudah,2025-08-15 11:39:16,5,BRImo,positive,0.9986855387687683
Nariden,keren,2025-08-15 11:30:08,5,BRImo,positive,0.9992368221282959
Kar Jhon,lebih praktis dalam satu genggaman,2025-08-15 11:29:14,5,BRImo,positive,0.9986949563026428
Rista Boikope,sangat membantu,2025-08-15 11:28:22,5,BRImo,positive,0.9959172606468201
Endang Suhenda,sangat membantu.,2025-08-15 11:12:08,5,BRImo,positive,0.9454885721206665
Wiyu Bintoro,pembayaran lancar dan aman,2025-08-15 11:04:40,5,BRImo,positive,0.9960981607437134
Adelia Hendriyanti,"sangan memuaskan, gausah banyak cerita pokonya",2025-08-15 10:58:38,5,BRImo,positive,0.9956272840499878
FaizNur Amrijal,aplikasi sering eror,2025-08-15 10:51:34,3,BRImo,negative,0.9989668130874634
Anih Caskinih,memudahkan sekali transaksi nya,2025-08-15 10:50:25,5,BRImo,positive,0.9986613988876343
yandres Sidobo,aman dan terpercaya🎉🎉🎉🎉👍🥰,2025-08-15 10:49:33,5,BRImo,positive,0.998670220375061
Salman Noordien,Update terbaru lemot banget nih aplikasinya 🥲,2025-08-15 10:47:56,1,BRImo,negative,0.9986369013786316
Husnul Hotimah,simpel dan cepat,2025-08-15 10:44:22,5,BRImo,positive,0.9957222938537598
Wantoni Wantoni,sangat puas,2025-08-15 10:41:34,5,BRImo,positive,0.9979425072669983
good question,"duit gw sisa 50k gak bisa di apa apain, gw kelaparan",2025-08-15 10:41:28,1,BRImo,negative,0.9989871382713318
Fiqri Suhendra,ini tolong ya diperbaiki saya mau transfer antar bank untuk nomor yg baru saya transfer kok sekarang gk bisa saya salin nomor nya kok gk ketemu harus pake @alias katanya saya tulis namanya nomornya malah beda bisa tolong dijelaskan,2025-08-15 10:38:39,4,BRImo,negative,0.7968185544013977
Jo Pantau,mantap mantap mantap,2025-08-15 10:37:36,5,BRImo,positive,0.9994301199913025
Evi Fitriani,mudah cepat,2025-08-15 10:36:20,5,BRImo,positive,0.9988366961479187
Salsa Bilaputri,mudah melakukan transaksi dibrimo,2025-08-15 10:20:40,5,BRImo,neutral,0.9682132005691528
R Lyy,ayoyoyyy membantunyeeeee,2025-08-15 10:19:38,5,BRImo,negative,0.9742183089256287
purnama saputra,Baik untuk menyimpan dan mentransfer,2025-08-15 10:17:26,5,BRImo,positive,0.9090248942375183
Elvi Nasari,sangat mudah digunakan dan sangat tertolong dlm hal efisiensi waktu. l,2025-08-15 10:15:18,5,BRImo,positive,0.9982495903968811
Haedatul Iman,aksennya mudah dan sangat terbantu,2025-08-15 10:13:25,5,BRImo,positive,0.9982555508613586
Fauzan Ibnu,Tampilan Awal kalau bisa tidak usah di Ganti2 pak. Pusing saya Cari dimana Brimo saya kalau selalu berubah2 Tampilan Depanx. Kalau Bisa Tampilan Depanx BRImo saja Terus.🙏🙏,2025-08-15 10:11:25,3,BRImo,negative,0.9971369504928589
Arie Wonore,Sangat membantu,2025-08-15 09:59:48,5,BRImo,positive,0.9974865913391113
Syaif Cs,aplikasi yang sangat berguna,2025-08-15 09:46:17,5,BRImo,positive,0.9860543608665466
Suardi Ardi,ketika dibutuhkan sinyal aplikasi ini sangat buruk,2025-08-15 09:45:17,1,BRImo,negative,0.9990333318710327
Muhammad Tihar,mantap,2025-08-15 09:41:43,5,BRImo,positive,0.9991832375526428
Jarot lazuwardi lazuwardi,oke,2025-08-15 09:25:25,5,BRImo,positive,0.7234290838241577
Jarot 123,belum lancar transaksi,2025-08-15 09:23:32,1,BRImo,negative,0.9901695847511292
ROKHIM FIRNANDA,"parah username & password bener malah gabisa login ,udh chat cs nya malah dipersulit",2025-08-15 09:21:57,1,BRImo,negative,0.9983893632888794
Untung firmansyah,"Jos,...",2025-08-15 09:21:46,5,BRImo,negative,0.9983264803886414
Josua Oliver Pardede,keren,2025-08-15 09:21:19,5,BRImo,positive,0.9992368221282959
Siti Masruroh Zulailatul Hidayah,baguss menjadi lebih mudah bertransaksi,2025-08-15 09:16:13,5,BRImo,positive,0.9891672134399414
Rahmad Prasetyo,membantu dalam simpan uang,2025-08-15 09:16:02,5,BRImo,neutral,0.9889252781867981
Bengkel Ceria,untuk penggunaan uang digital yg sangat simpel dan nggak ribet sangat mudah dan cepat,2025-08-15 09:13:19,5,BRImo,positive,0.9982399940490723
arya riski,ini kenapa selalu kena harus scan malware ya?udah pakai tutor d yutub jg ga bisa,2025-08-15 09:09:04,1,BRImo,negative,0.9975953698158264
Youtube Chanell,gak bisa donot,2025-08-15 09:08:42,4,BRImo,negative,0.9429650902748108
Karya Karya,baik 👍,2025-08-15 09:01:48,5,BRImo,positive,0.9986316561698914
ali Imron,makin ribet,2025-08-15 08:54:42,3,BRImo,negative,0.9976843595504761
Turmudiimamsafii Turmudi,mantap beres semua urusan,2025-08-15 08:53:53,5,BRImo,positive,0.9990924596786499
Aji Sanjoyo,Aman terpercaya 🔥,2025-08-15 08:50:01,5,BRImo,positive,0.9993160963058472
Iyan Supriyadi,mantap brimo,2025-08-15 08:48:04,5,BRImo,positive,0.9991347193717957
Endang Hastuti,layanan cepat dan aman,2025-08-15 08:43:27,5,BRImo,positive,0.9986810088157654
᚛・KHALIF・᚜ “Daeng Ngemba” EMBA,🫶🏻🫶🏻🫴🏻,2025-08-15 08:38:29,5,BRImo,positive,0.9980818033218384
haris siahaan,bagus,2025-08-15 08:23:50,5,BRImo,positive,0.9980973601341248
Kristina Sinaga,pelayanan tolong smakin ditingkatkan,2025-08-15 07:59:58,5,BRImo,neutral,0.8929177522659302
Didi Yudhaprawira,"kenapa apknya sering mengalami bug, ketika login mental kembali ke beranda, diganti dari jaringan wifi ke jaringan seluler tetap sama, tolong diperbaik ii lagi kalau memang dari apknya yang mengalami gangguan",2025-08-15 07:56:58,3,BRImo,negative,0.8783718943595886
Linus Putra,memudahkan bertransaksi,2025-08-15 07:56:15,5,BRImo,positive,0.999146580696106
Alya Nuraini,semuanya oke bagus.. tp sangat disayangkan saja untuk biaya admin mbanking & kartunya malah bertambah nominalnya😌,2025-08-15 07:54:19,5,BRImo,negative,0.9945799112319946
Moms TiAel,mantab,2025-08-15 07:53:37,5,BRImo,positive,0.9985004663467407
call bgr,the best👍🏻👍🏻👍🏻👍🏻,2025-08-15 07:49:39,5,BRImo,positive,0.999198853969574
Bagas Wiratama,mantapp men,2025-08-15 07:49:21,5,BRImo,positive,0.8735237717628479
Paulina Kaka,sangat baik,2025-08-15 07:47:24,5,BRImo,positive,0.9864094853401184
Wahyudin Rabbani,Terima kasih,2025-08-15 07:32:01,5,BRImo,positive,0.9965464472770691
Khumairah Mekkatta,sangat mudah untuk melakukan transaksi,2025-08-15 07:31:38,5,BRImo,positive,0.9974206686019897
Clarita Ele,mantap,2025-08-15 07:30:36,5,BRImo,positive,0.9991832375526428
Dini Cahyani,"udh lumayan lama make brimo tpi ko skrg aneh bgt ya, masa saldo sy tetap di tarik, ya okelah klo tersisa saldo mandet nya saja lah ini tdk klo dikit dikit ttp di tarik ya gimana sy bisa keluarkan uangnya, klo udh ditarik gitu brrti uang yg diluar dri saldo mandet malah jadi saldo mandet dong",2025-08-15 07:26:32,2,BRImo,negative,0.9974884986877441
Jajang Saepudin,memuaskan,2025-08-15 07:19:24,5,BRImo,positive,0.9991828799247742
Sakila Inara,ok,2025-08-15 07:16:51,5,BRImo,negative,0.998392641544342
Raden Paku,mantap jiwa,2025-08-15 07:16:06,5,BRImo,positive,0.9992812275886536
Alex Gilmour,Good lah,2025-08-15 07:15:59,5,BRImo,positive,0.9955946803092957
Nana Juhana,ok,2025-08-15 07:09:28,5,BRImo,negative,0.998392641544342
Budhi Alfian,Transaksi Mobile Banking BRI sangat mudah jelas panduan nya dan proses nya cepat. Trimakasi BRI,2025-08-15 06:58:09,5,BRImo,positive,0.9969135522842407
Hasan Latarissa,sangat baik,2025-08-15 06:55:06,5,BRImo,positive,0.9864094853401184
Rizky Akbari,mantap,2025-08-15 06:52:43,5,BRImo,positive,0.9991832375526428
RIKARDIS DENO,aplikasi brimo sangat mudah untuk bertransaksi sangat puas,2025-08-15 06:49:45,5,BRImo,positive,0.9988284707069397
Alvaro Hasibuan,sangat membantu saya dalam transaksi,2025-08-15 06:43:43,5,BRImo,positive,0.9939267039299011
Rijal,keren,2025-08-15 06:43:05,5,BRImo,positive,0.9992368221282959
Amih Amih,ternyata segampang ini.andai aq bisa dr dlu.ga usah caricari tempat pembayaran,2025-08-15 06:38:59,5,BRImo,positive,0.8708796501159668
Alpatik Parfum,mudah digunakan,2025-08-15 06:37:47,5,BRImo,positive,0.9970173835754395
movie 77,app mntapp. jadi ga perlu lagi pake ewalet. ribet.,2025-08-15 06:37:40,5,BRImo,negative,0.9726285338401794
Dahliyana Tefa,Terbaikkkk,2025-08-15 06:35:16,5,BRImo,positive,0.9979737401008606
Sabna Rani,bagus dan mempermudah transaksi..,2025-08-15 06:25:56,5,BRImo,positive,0.9990386962890625
Muhamad Yunus,sangat bagus,2025-08-15 06:17:44,5,BRImo,positive,0.9943695664405823
Askha Saputra,puass bnget,2025-08-15 06:15:25,5,BRImo,positive,0.9396229386329651
Wulansari Rseaeni,sangat baik dan juga bermanfaat..,2025-08-15 06:12:15,5,BRImo,positive,0.9953762292861938
Rian,bikin akun dipersulit kayak menghukum koruptor,2025-08-15 06:11:25,1,BRImo,negative,0.9990691542625427
Wakidin Kidin,sangat membantu..,2025-08-15 06:06:54,5,BRImo,positive,0.9929359555244446
Harimau Merah,mantap simpel dan cepat,2025-08-15 06:06:37,5,BRImo,positive,0.9990986585617065
Reti,"Aneh bgt bisa muncul 2 aplikasi brimo di hp. Satu dengan icon edisi HUT RI dan satunya icon brimo yg biasa. Padahal saya gak pernah install apps aneh-aneh. Ketika dihapus salah satunya, malah semua app brimo kehapus. Ribet pokoknya.",2025-08-15 06:02:20,3,BRImo,negative,0.9981180429458618
agatha siswanti,"ubah tuh kodingan aplikasinya , masa yng berbau floating di blokir , lg video call sambil kirim uang pake brimo jadi ga bisa harus dimatiin dulu floatinganya baru bisa kiri padahal aplikasi lain ga selebai ini sampah",2025-08-15 05:57:16,1,BRImo,negative,0.9986749291419983
rudi Antanan,ini aplikasi kok tiba tiba hilang dan saya cek di google play juga gak bisa di buka,2025-08-15 05:47:30,1,BRImo,negative,0.786550760269165
Suti Pagalagala,sangat praktis dan efisiensi,2025-08-15 05:45:24,5,BRImo,positive,0.9990153312683105
widodo sigit,memudahkan dalam transaksi,2025-08-15 05:41:50,5,BRImo,positive,0.9984880685806274
Mochamad Yahya,ok,2025-08-15 05:38:05,5,BRImo,negative,0.998392641544342
Learsi Putra,bagus cepat aman,2025-08-15 05:35:01,5,BRImo,positive,0.9986186027526855
raihan alby,WOI APLIKASINYA LAGI TROBEL NGELAG2,2025-08-15 05:25:35,2,BRImo,negative,0.93180251121521
Bernardinus Enggar Rosiano,Tolong setiap setelah transaksi jangan terlalu lama bukti keluar dibagian aktivitasnya,2025-08-15 05:24:04,1,BRImo,neutral,0.6811818480491638
Watty Cyng Km,mempermudah untuk transaksi,2025-08-15 05:22:21,5,BRImo,positive,0.9939988851547241
Nikita Azzahra,brimo di HP saya ngak bisa di buka walaupun sudah di instal ulang apa ada yg salah dengan aplikasinya?,2025-08-15 05:20:55,1,BRImo,negative,0.9783982038497925
Dea Desviana putri,knapa transaksi.masih blum bisa..pdahal sudah berbagai cara yg ditunjukan udah...masih..ngg bisa,2025-08-15 05:19:36,2,BRImo,negative,0.8915982246398926
Wganendra Zulfikar,agak praktis. gak perlu bolak balik atm,2025-08-15 05:12:40,4,BRImo,positive,0.9946505427360535
iqsas alfendi,Harus Lebih Diperbaiki Lagi,2025-08-15 05:12:01,5,BRImo,negative,0.5903825759887695
Jhoe hardin,terlalu banyak potongan,2025-08-15 05:03:18,3,BRImo,negative,0.9956822395324707
Ayatul Husna,sekarang brimo saya susah di buka,2025-08-15 05:02:09,4,BRImo,negative,0.9934479594230652
Dea paraswari,"tiap kali mau login, padahal username dan password udah di ketik dengan benar tapi gagal login terus katanya ""username/pasword salah""",2025-08-15 05:00:30,2,BRImo,negative,0.9742315411567688
asep cepoet88,sangat memuaskan,2025-08-15 04:57:30,5,BRImo,positive,0.9983042478561401
Muh Alqadri,nice,2025-08-15 04:54:32,5,BRImo,positive,0.9934777021408081
Topan Pan,Brimo bikin semuanya jadi mudah,2025-08-15 04:48:07,5,BRImo,positive,0.904185950756073
Muan,ini kenapa tidak bisa buka Brimonya? Ketika masuk lansung Crash keluar dari aplikasinya? Sedang ada maintenence atau gimana?,2025-08-15 04:47:36,1,BRImo,negative,0.992241621017456
Rayyan Syah alfarizqi,mantappp,2025-08-15 04:43:56,5,BRImo,positive,0.9734340906143188
Ronggo Ronggo,baik sangat,2025-08-15 04:40:08,5,BRImo,positive,0.7449950575828552
Nia Sulistari Palugu,"sangat bagus, dan memudahkan",2025-08-15 04:26:16,5,BRImo,positive,0.998457670211792
Abdul Wahab sakrani,Alhamdulillah 🤲 dgn adanya Aplikasi ini sangat membantu sekali buat Transaksi² yg sifatnya mendadak(Emergency)ga perlu ke Office Bank BRI terdekat . karena saya Pekerja Tambang 🙏🙏🙏,2025-08-15 04:23:47,5,BRImo,positive,0.9916370511054993
Alfian Daniswara,memberi kemudahan dalam transaksi,2025-08-15 04:09:08,5,BRImo,positive,0.9733223915100098
Yuni A,mantap,2025-08-15 04:08:14,5,BRImo,positive,0.9991832375526428
marwoto saputro,"Mantap, puas",2025-08-15 04:05:45,5,BRImo,positive,0.9964460730552673
aldie pamungkas,"setelah update ke versi 2.86.0.., saat mau masuk karena sudah punya akun brimo, eh malah force close sendiri. Dan selalu begitu dari tanggal 31 juli 2025 sampai tanggal 15 agustus 2025",2025-08-15 04:01:13,1,BRImo,negative,0.9981953501701355
Ranting Handini,sangat puas pakai brimo fiturnya lengkap dan gampang,2025-08-15 03:59:50,5,BRImo,positive,0.9991852641105652
Fatma Pasali,bagus,2025-08-15 03:57:44,5,BRImo,positive,0.9980973601341248
Ainun Noviana,cepat dan mudah,2025-08-15 03:55:30,5,BRImo,positive,0.9971083998680115
Bayu Sulistya,bagus,2025-08-15 03:51:15,5,BRImo,positive,0.9980973601341248
ahmad pramudia,aplikasi BRImo saya tidak bisa dibuka sudah lebih dari 3 hari. cs nya di hubungi balasannya tidak sesuai dengan yang saya harapkan. mohon tolong segera diperbaiki,2025-08-15 03:49:54,1,BRImo,negative,0.99680495262146
Jawa Awi,sangat membantu,2025-08-15 03:46:24,5,BRImo,positive,0.9959172606468201
Alfha lia,good lengkap mudah,2025-08-15 03:45:51,5,BRImo,positive,0.9990905523300171
Agnes Maria Bethany,sangat membantu,2025-08-15 03:40:01,5,BRImo,positive,0.9959172606468201
Qorii Amalliny,susah ngisi data,2025-08-15 03:38:51,2,BRImo,negative,0.9989984631538391
Mastin Solo,simple,2025-08-15 03:37:45,5,BRImo,positive,0.9987297654151917
Pande I Gede Bayu Suarjana,mantappppp the huyyyyy,2025-08-15 03:31:13,5,BRImo,positive,0.9969223141670227
Winarti,memudahkan urusan,2025-08-15 03:20:47,5,BRImo,positive,0.9993240833282471
Abiaksa13 CN,josjiss,2025-08-15 03:14:03,5,BRImo,negative,0.8207677006721497
Murtadho Aisyah Murtadho,kenapa saya sekarang tidak bisa transfer lagi,2025-08-15 03:11:16,5,BRImo,negative,0.9807794094085693
Tulus Pujiarso,"Login di device baru sangat ribet, harus memakai data seluler dari nomor yang terdaftar. Buat apa email, otp, pengenalan wajah, nomor pin? Udah tahun 2025 masih kayak teknologi manual.",2025-08-15 02:57:43,1,BRImo,negative,0.9886758327484131
Kulak Jahanam,sangat bagusssssss,2025-08-15 02:57:33,5,BRImo,positive,0.9971844553947449
Iman Kuda,ok,2025-08-15 02:44:41,5,BRImo,negative,0.998392641544342
Ruslan Samad,sangat bagus untuk transaksi,2025-08-15 02:42:01,5,BRImo,positive,0.9981618523597717
moh imran,memudahkan dalam proses transaksi.... sangat membantu .. BRI mantappp!!!,2025-08-15 02:39:20,5,BRImo,positive,0.9979637861251831
Diar Giganto,setiap kali mau buka pasti terkeluar sendiri,2025-08-15 02:31:44,1,BRImo,negative,0.843864917755127
Mujiwanti Wanti,mmg bank untuk rakyat NKRI mantap,2025-08-15 02:28:22,5,BRImo,positive,0.9925926327705383
hasan coy,mantab,2025-08-15 02:28:09,5,BRImo,positive,0.9985004663467407
Ahmad Supandi,aplikasi ini sangat membantu sekali untuk transaksi dan sangat mudah di gunakan,2025-08-15 02:25:16,5,BRImo,positive,0.9981094598770142
Dian Ayu,saat ini masih bagus,2025-08-15 02:24:29,5,BRImo,positive,0.9914693236351013
FAHRUL ROZI,🫶👍,2025-08-15 02:15:13,5,BRImo,positive,0.9990948438644409
Bahrun Mursalin,good,2025-08-15 02:07:59,5,BRImo,positive,0.9990602135658264
Pas Kalis,TDK jelas ni aplikasi mau top up gopay TDK bsa,2025-08-15 01:54:52,5,BRImo,neutral,0.9594961404800415
Totok Widiyanto,bagus sangat membantu,2025-08-15 01:52:46,5,BRImo,positive,0.9817927479743958
bafen effendi,nyamanannya,2025-08-15 01:49:38,5,BRImo,positive,0.9983018636703491
Hamidun STKIP Bima,good,2025-08-15 01:44:11,5,BRImo,positive,0.9990602135658264
Agrilis Labuh,sangat nyaman menggunakan layanan BRI..🥰,2025-08-15 01:42:18,5,BRImo,positive,0.9992628693580627
Roy Wibowo,bagus,2025-08-15 01:40:23,5,BRImo,positive,0.9980973601341248
Pade Nonot,oke sip,2025-08-15 01:38:45,5,BRImo,positive,0.8911789655685425
Erna Muharom,selalu memuaskan,2025-08-15 01:38:11,5,BRImo,positive,0.9980334639549255
Ila Asep Mulyana,top banget 👍👍👍👍sangat membantu,2025-08-15 01:34:36,5,BRImo,positive,0.9994440674781799
Blood Diamond,good,2025-08-15 01:34:15,5,BRImo,positive,0.9990602135658264
Zulfikar Zulfikar,sangat okey pakai aplikasi ini....,2025-08-15 01:31:17,5,BRImo,positive,0.9908289909362793
ZulEtsalogambukittinggi,sangat mudah pengoperasiannya. menu yg lengkap di dukung notifikasi dari brimo,2025-08-15 01:22:36,5,BRImo,positive,0.998624324798584
Robet Hidayat,sangat memuaskan,2025-08-15 01:22:18,5,BRImo,positive,0.9983042478561401
Dwi Kristiyan,"mau cek mutasi sering mental, tolong di perbaiki min🙏",2025-08-15 01:21:52,3,BRImo,neutral,0.9958848357200623
SANJAYA PROJECT,sangat puas,2025-08-15 01:20:21,5,BRImo,positive,0.9979425072669983
Aman Jr,Transaksi Mudah,2025-08-15 01:18:39,5,BRImo,positive,0.9987448453903198
Sam Dana,brimo mantap 👍👍,2025-08-15 01:14:53,5,BRImo,positive,0.9992697834968567
Wiji Wijia,bgus prosess cepat,2025-08-15 01:14:28,5,BRImo,positive,0.9970068335533142
nurr ali,"sangat baik,cepat dalam transaksi",2025-08-15 01:00:41,5,BRImo,positive,0.9966243505477905
Habib Habib,nice,2025-08-15 00:57:17,5,BRImo,positive,0.9934777021408081
Pandu Indah Yuliana,"mudah,bagus",2025-08-15 00:56:41,5,BRImo,positive,0.9976467490196228
URIF JM,pelayanan yang baik,2025-08-15 00:55:14,5,BRImo,positive,0.9949461817741394
Yodan Arsyad,terima kasih sudah bener aplikasinya,2025-08-15 00:55:00,5,BRImo,positive,0.9913862943649292
Green Chloris,habis update malah ga bsa buka mutasi by tanggal...parah,2025-08-15 00:53:34,1,BRImo,negative,0.9987187385559082
RUDI SOPANDI,memudahkan transaksi,2025-08-15 00:53:21,5,BRImo,positive,0.9992165565490723
tHo mAs,"pernah urgent tf dari brimo ke gopay tapi tidak nyampai ke gopay, terus pengajuan pengaduan tetapi ptosesnya lama banget sampai 3 hari, ibarat mau buat makan sudah mati duluan.",2025-08-15 00:51:41,1,BRImo,negative,0.9976748824119568
Vaqih RWH,ok bgt,2025-08-15 00:51:37,5,BRImo,negative,0.9981911778450012
Nia Kurnia dewi,Sangat membantu .,2025-08-15 00:50:35,5,BRImo,positive,0.9959514141082764
Vrisya Ladyana,Tolong perbaiki buka aplikasi Brimo dari agustus lemot loading sangat lama. sekali nya kebuka muncul Brimo tidak menanggapi ada 2 opsion. Sebelumnya sangat baik.,2025-08-15 00:44:06,3,BRImo,negative,0.9983092546463013
ALight Star,"good lah, tengkyu yg buat apk ini.. memudahkan buat bayar bayar tanpa bawa uang tunai",2025-08-15 00:41:12,5,BRImo,positive,0.9777222871780396
Khaerur Rohman,"mudh digunakan, keren lah",2025-08-15 00:40:27,5,BRImo,positive,0.9480226635932922
Shandy Setiabudhi,sangat membantu dam memudahkan,2025-08-15 00:39:38,5,BRImo,positive,0.9974033236503601
Aam Kamilah,sangat membantu,2025-08-15 00:23:15,5,BRImo,positive,0.9959172606468201
Zaenal Abidin,sangat membantu,2025-08-15 00:16:46,5,BRImo,positive,0.9959172606468201
aris susilo,👍,2025-08-15 00:13:37,5,BRImo,positive,0.999146580696106
Lolita Esther,"cepat, aman dan anti ribet",2025-08-15 00:03:28,5,BRImo,positive,0.9657373428344727
Jeka Doanx,mantap.aplikasinya ringam dan cepat,2025-08-15 00:02:52,5,BRImo,positive,0.9986714124679565
Irhamna Rifandi Bahri,aplikasinya tambah lemmot,2025-08-14 23:58:58,2,BRImo,positive,0.7030751705169678
Bayu Aria Putra,Sangat memudahkan urusan jadi lebih praktis.,2025-08-14 23:57:30,4,BRImo,positive,0.998237133026123
Yuni Kiswanti,"aneh, norek ku yg buat tabungan uda ditutup kok masi aja saldo ku di norek 1 lagi di potongin",2025-08-14 23:52:06,2,BRImo,negative,0.9921688437461853
Muhammad Hutama Prasetyo,"Tolong dong benerin bug nya. tiap buka aplikasi Brimo selalu keluar sendiri mulu. dibuka lagi, begitu lagi.",2025-08-14 23:45:41,2,BRImo,negative,0.9966668486595154
LOTEK CHANEL,memuaskan,2025-08-14 23:38:17,5,BRImo,positive,0.9991828799247742
SURADI Sragen,melayani lebih cepat,2025-08-14 23:38:07,5,BRImo,positive,0.995769739151001
Aboyaman Kilanmasse,sangat membantu,2025-08-14 23:29:05,5,BRImo,positive,0.9959172606468201
Vika Dani,sangat sangat membantu saat saat genting dengan playanan yg lengkap dan mempermudah transaksi Terima kasih banyak.,2025-08-14 23:24:01,5,BRImo,positive,0.9986225366592407
Randim Randim,lebih mudah segalaya,2025-08-14 23:19:20,5,BRImo,positive,0.9749693274497986
DhitaAyu WijayaNingrum,sangat membantu dan mempermudah dalam pengelolaan keuangan,2025-08-14 23:10:03,5,BRImo,positive,0.9975329637527466
Aku Saya,aplikasi yg bagus,2025-08-14 23:03:19,5,BRImo,positive,0.9989953637123108
Chairil Anwar,sangat baik dan mudah di gunakan 😍😍,2025-08-14 22:53:48,5,BRImo,positive,0.9985955357551575
Arnold Tambunan,bagus,2025-08-14 22:49:41,5,BRImo,positive,0.9980973601341248
Jambu Barat,tolong brimo saya selalu tidak menanggapi dan ada pilihan brimo tidak menanggapi atau tunggu,2025-08-14 22:37:17,1,BRImo,negative,0.981532871723175
Athy Sari,"Karena aplikasi nya normal kembali ya tk kasih 5star,,,,jgn error2 lgi ya Mo agar rakyat tetep percaya n sayang pdamu Ok😍😍🌹❤",2025-08-14 22:29:24,5,BRImo,positive,0.9926272034645081
samsul muarif,sangat membantu,2025-08-14 22:28:06,5,BRImo,positive,0.9959172606468201
Sujarwo,transfer lebih nyaman dan merakyat,2025-08-14 22:23:46,5,BRImo,positive,0.9980541467666626
Alwon Roboth,sangat membantu proses transaksi,2025-08-14 22:22:59,5,BRImo,positive,0.998291552066803
Dzuhairi ibnu,aplikasi membantu,2025-08-14 22:18:33,5,BRImo,positive,0.9956919550895691
Suryo Prasetyo,Mantap,2025-08-14 22:14:30,5,BRImo,positive,0.9990730285644531
Lesto Arianto,sangat puas aplikasi BRI,2025-08-14 22:11:23,5,BRImo,positive,0.9990348815917969
jecky cilong,lumayan,2025-08-14 22:07:46,5,BRImo,positive,0.9958784580230713
Sitti Aisya,"setelah saya membuat akun brimo saya tidak bisa digunakan dia keluar sendiri saat saya ingin login ulang,bagaimana caranya agar tidak terkeluar sendiri saat login?",2025-08-14 21:58:25,2,BRImo,neutral,0.5746522545814514
